dok_id,titel,datum,riksmote,talare,parti,anforande_nr,ar_replik,registrerat,anforande_url_html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Lorena Delgado Varas (-),-,22,N,2026-03-09 18:54:12,https://data.riksdagen.se/anforande/HD0985-22/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,21,N,2026-03-09 18:54:12,https://data.riksdagen.se/anforande/HD0985-21/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,20,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-20/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Kadir Kasirga (S),S,19,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-19/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,18,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-18/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Markus Wiechel (SD),SD,17,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-17/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Kadir Kasirga (S),S,16,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-16/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,15,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-15/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Markus Wiechel (SD),SD,14,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-14/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Johan Büser (S),S,13,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-13/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Kadir Kasirga (S),S,12,N,2026-03-09 18:54:11,https://data.riksdagen.se/anforande/HD0985-12/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,11,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-11/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,10,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-10/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Johan Büser (S),S,9,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-9/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,8,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-8/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Johan Büser (S),S,7,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-7/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,6,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-6/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Johan Büser (S),S,5,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-5/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,4,N,2026-03-09 18:54:10,https://data.riksdagen.se/anforande/HD0985-4/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,TREDJE VICE TALMANNEN,TREDJE VICE TALMANNEN,3,N,2026-03-09 18:54:09,https://data.riksdagen.se/anforande/HD0985-3/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Lorena Delgado Varas (-),-,2,N,2026-03-09 18:54:09,https://data.riksdagen.se/anforande/HD0985-2/html
HD0985,Protokoll 2025/26:85 Måndagen den 9 mars,2026-03-09,2025/26,Utrikesministern Maria Malmer Stenergard (M),M,1,N,2026-03-09 18:54:09,https://data.riksdagen.se/anforande/HD0985-1/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Bistånds- och utrikeshandelsministern Benjamin Dousa (M),M,22,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-22/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Lotta Johnsson Fornarve (V),V,21,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-21/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Olle Thorell (S),S,20,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-20/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Bistånds- och utrikeshandelsministern Benjamin Dousa (M),M,19,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-19/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Nima Gholam Ali Pour (SD),SD,18,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-18/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Jacob Risberg (MP),MP,17,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-17/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Lotta Johnsson Fornarve (V),V,16,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-16/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Olle Thorell (S),S,15,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-15/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Bistånds- och utrikeshandelsministern Benjamin Dousa (M),M,14,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-14/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,TALMANNEN,TALMANNEN,13,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-13/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Nima Gholam Ali Pour (SD),SD,12,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-12/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Jacob Risberg (MP),MP,11,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-11/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Lotta Johnsson Fornarve (V),V,10,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-10/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Olle Thorell (S),S,9,N,2026-03-06 14:43:06,https://data.riksdagen.se/anforande/HD0984-9/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Bistånds- och utrikeshandelsministern Benjamin Dousa (M),M,8,N,2026-03-06 14:43:05,https://data.riksdagen.se/anforande/HD0984-8/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,EU-ministern Jessica Rosencrantz (M),M,7,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-7/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Matilda Ernkrans (S),S,6,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-6/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,EU-ministern Jessica Rosencrantz (M),M,5,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-5/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Matilda Ernkrans (S),S,4,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-4/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,EU-ministern Jessica Rosencrantz (M),M,3,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-3/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,Matilda Ernkrans (S),S,2,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-2/html
HD0984,Protokoll 2025/26:84 Fredagen den 6 mars,2026-03-06,2025/26,EU-ministern Jessica Rosencrantz (M),M,1,N,2026-03-06 14:43:04,https://data.riksdagen.se/anforande/HD0984-1/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Martina Johansson (C),C,200,N,2026-03-06 01:10:18,https://data.riksdagen.se/anforande/HD0983-200/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Ludvig Ceimertz (M),M,199,N,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-199/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Laila Naraghi (S),S,198,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-198/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Eskilandersson (SD),SD,197,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-197/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Laila Naraghi (S),S,196,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-196/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Eskilandersson (SD),SD,195,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-195/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Laila Naraghi (S),S,194,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-194/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Martina Johansson (C),C,193,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-193/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Laila Naraghi (S),S,192,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-192/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Martina Johansson (C),C,191,Y,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-191/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Laila Naraghi (S),S,190,N,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-190/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Eskilandersson (SD),SD,189,N,2026-03-06 01:10:17,https://data.riksdagen.se/anforande/HD0983-189/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,188,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-188/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Larsson (C),C,187,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-187/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Hanna Gunnarsson (V),V,186,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-186/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Gustaf Göthberg (M),M,185,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-185/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Lena Johansson (S),S,184,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-184/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Björn Söder (SD),SD,183,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-183/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Björn Söder (SD),SD,182,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-182/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Yasmine Eriksson (SD),SD,181,N,2026-03-06 01:10:16,https://data.riksdagen.se/anforande/HD0983-181/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Lotta Johnsson Fornarve (V),V,180,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-180/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,179,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-179/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Fredrik Malm (L),L,178,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-178/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,177,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-177/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Fredrik Malm (L),L,176,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-176/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,175,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-175/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,174,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-174/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,173,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-173/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,172,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-172/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,171,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-171/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Fredrik Malm (L),L,170,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-170/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Håkan Svenneling (V),V,169,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-169/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Fredrik Malm (L),L,168,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-168/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Håkan Svenneling (V),V,167,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-167/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Fredrik Malm (L),L,166,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-166/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Kerstin Lundgren (C),C,165,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-165/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Magnus Berntsson (KD),KD,164,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-164/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,163,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-163/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Magnus Berntsson (KD),KD,162,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-162/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,161,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-161/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Magnus Berntsson (KD),KD,160,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-160/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Johan Büser (S),S,159,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-159/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Magnus Berntsson (KD),KD,158,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-158/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Johan Büser (S),S,157,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-157/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Magnus Berntsson (KD),KD,156,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-156/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Håkan Svenneling (V),V,155,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-155/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,154,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-154/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,153,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-153/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,152,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-152/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Jacob Risberg (MP),MP,151,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-151/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,150,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-150/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Håkan Svenneling (V),V,149,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-149/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,148,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-148/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Håkan Svenneling (V),V,147,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-147/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,146,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-146/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Johan Büser (S),S,145,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-145/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,144,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-144/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Johan Büser (S),S,143,Y,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-143/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Stefan Olsson (M),M,142,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-142/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Johan Büser (S),S,141,N,2026-03-06 01:10:15,https://data.riksdagen.se/anforande/HD0983-141/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Nils Seye Larsen (MP),MP,140,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-140/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Malin Danielsson (L),L,139,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-139/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Christofer Bergenblock (C),C,138,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-138/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Malin Danielsson (L),L,137,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-137/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Christofer Bergenblock (C),C,136,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-136/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Malin Danielsson (L),L,135,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-135/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Christofer Bergenblock (C),C,134,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-134/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Dan Hovskär (KD),KD,133,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-133/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Håkan Svenneling (V),V,132,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-132/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Malin Höglund (M),M,131,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-131/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Dahlqvist (S),S,130,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-130/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Malin Höglund (M),M,129,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-129/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Dahlqvist (S),S,128,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-128/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Malin Höglund (M),M,127,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-127/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Dahlqvist (S),S,126,N,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-126/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mona Olin (SD),SD,125,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-125/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Christofer Bergenblock (C),C,124,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-124/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mona Olin (SD),SD,123,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-123/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Christofer Bergenblock (C),C,122,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-122/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mona Olin (SD),SD,121,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-121/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mikael Dahlqvist (S),S,120,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-120/html
HD0983,Protokoll 2025/26:83 Torsdagen den 5 mars,2026-03-05,2025/26,Mona Olin (SD),SD,119,Y,2026-03-06 01:10:13,https://data.riksdagen.se/anforande/HD0983-119/html
