riksmote,arende,arende_punkt,ledamot_namn,parti,valkrets,rost,avser,voteringstyp,registrerat,dok_id
2025/26,AU10,3,Yasmine Eriksson,SD,Västra Götalands läns västra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Aylin Nouri,S,Västra Götalands läns västra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Johanna Rantsi,M,Västra Götalands läns västra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Anders Ådahl,C,Västra Götalands läns västra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Rashid Farivar,SD,Västra Götalands läns västra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Camilla Hansén,MP,Örebro län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Karin Sundin,S,Örebro län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Nadja Awad,V,Örebro län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Oskar Svärd,M,Örebro län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Anna-Belle Strömberg,S,Västernorrlands län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Ulf Lindholm,SD,Västernorrlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Peder Björk,S,Västernorrlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Isabell Mixter,V,Västernorrlands län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Peter Hedberg,S,Västernorrlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,3,Nils Seye Larsen,MP,Västerbottens län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Kenneth G Forslund,S,Västra Götalands läns västra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Julia Kronlid,SD,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Kerstin Lundgren,C,Stockholms län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Anders Ygeman,S,Stockholms kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Margareta Cederfelt,M,Stockholms kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Karin Enström,M,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mikael Damberg,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Adam Reuterskiöld,M,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Fredrik Olovsson,S,Södermanlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Helena Bouveng,M,Jönköpings län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Hanna Westerén,S,Gotlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jesper Skalberg Karlsson,M,Gotlands län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Patrick Reslow,SD,Malmö kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Malte Tängmark Roos,MP,Malmö kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lars Johnsson,M,Skåne läns norra och östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Björn Söder,SD,Skåne läns norra och östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Gunilla Carlsson,S,Göteborgs kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mattias Jonsson,S,Göteborgs kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Cecilia Gustafsson,M,Västra Götalands läns norra,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ida Ekeroth Clausson,S,Västra Götalands läns östra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Patrik Björck,S,Västra Götalands läns östra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Peter Hultqvist,S,Dalarnas län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Anders W Jonsson,C,Gävleborgs län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mats Berglund,MP,Stockholms kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Carl Nordblom,M,Stockholms kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Merit Frost Lindberg,M,Stockholms kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Fredrik Malm,L,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ingela Nylund Watz,S,Stockholms län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Yusuf Aydin,KD,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Anna Sillén,M,Södermanlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Caroline Helmersson Olsson,S,Södermanlands län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Hans Ekström,S,Södermanlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Anders Karlsson,C,Jönköpings län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jimmie Åkesson,SD,Jönköpings län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jamal El-Haj,-,Malmö kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Malcolm Momodou Jallow,V,Malmö kommun,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Joakim Sandell,S,Malmö kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Per-Arne Håkansson,S,Skåne läns norra och östra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Magnus Persson,SD,Skåne läns norra och östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Rickard Nordin,C,Göteborgs kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jimmy Ståhl,SD,Göteborgs kommun,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Maj Karlsson,V,Göteborgs kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Markus Wiechel,SD,Västra Götalands läns norra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ulrika Heie,C,Västra Götalands läns östra,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Sten Bergheden,M,Västra Götalands läns östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Crister Carlsson,M,Dalarnas län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Rasmus Giertz,SD,Dalarnas län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lars Beckman,M,Gävleborgs län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Roger Hedlund,SD,Gävleborgs län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Andreas Lennkvist Manriquez,V,Stockholms kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Karin Rågsjö,V,Stockholms kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Maria Stockhaus,M,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Magdalena Andersson,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Leif Nysmed,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Åsa Westlund,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Adam Marttinen,SD,Södermanlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lotta Johnsson Fornarve,V,Södermanlands län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Martina Johansson,C,Södermanlands län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ann-Sofie Lifvenhage,M,Södermanlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mats Green,M,Jönköpings län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Johanna Haraldsson,S,Jönköpings län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Niels Paarup-Petersen,C,Malmö kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Noria Manouchi,M,Malmö kommun,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mikael Eskilandersson,SD,Skåne läns norra och östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ludvig Ceimertz,M,Skåne läns norra och östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Anna Wallentheim,S,Skåne läns norra och östra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Thomas Morell,SD,Skåne läns norra och östra,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Johan Büser,S,Göteborgs kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Helene Odenjung,L,Göteborgs kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jonathan Svensson,S,Västra Götalands läns norra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Magnus Jacobsson,KD,Västra Götalands läns norra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Erik Ezelius,S,Västra Götalands läns östra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jörgen Grubb,SD,Västra Götalands läns östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Sara Gille,SD,Dalarnas län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Marie Olsson,S,Dalarnas län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Patrik Lundqvist,S,Gävleborgs län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Viktor Wärnick,M,Gävleborgs län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Fredrik Lundh Sammeli,S,Norrbottens län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Birger Lahti,V,Norrbottens län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Angelika Bengtsson,SD,Stockholms kommun,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lawen Redar,S,Stockholms kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Joanna Lewerentz,M,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Martin Kinnunen,SD,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Nooshi Dadgostar,V,Stockholms län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Alexandra Völker,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Sofia Amloh,S,Södermanlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Linus Lakso,MP,Södermanlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Johan Löfstrand,S,Östergötlands län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Susanne Nordström,M,Östergötlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Carina Ödebrink,S,Jönköpings län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Camilla Rinaldo Miller,KD,Jönköpings län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Rose-Marie Carlsson,S,Malmö kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Peter Ollén,M,Malmö kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ewa Pihl Krabbe,S,Skåne läns norra och östra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Torsten Elofsson,KD,Skåne läns norra och östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jennie Nilsson,S,Hallands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Arber Gashi,S,Hallands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Dennis Dioukarev,SD,Göteborgs kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Marie-Louise Hänel Sandström,M,Göteborgs kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mats Wiking,S,Västra Götalands läns norra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ann-Sofie Alm,M,Västra Götalands läns norra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Dan Hovskär,KD,Västra Götalands läns östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Tobias Andersson,SD,Västra Götalands läns östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Malin Höglund,M,Dalarnas län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Kajsa Fredholm,V,Dalarnas län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Kristoffer Lindberg,S,Gävleborgs län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lili André,KD,Gävleborgs län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ida Karkiainen,S,Norrbottens län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Linus Sköld,S,Norrbottens län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mattias Vepsä,S,Stockholms kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Kristina Axén Olin,M,Stockholms kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ida Drougge,M,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Daniel Riazat,-,Stockholms län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Robert Stenkvist,SD,Stockholms län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Azadeh Rojhan,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mikael Oscarsson,KD,Uppsala län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mattias Eriksson Falk,SD,Södermanlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Johan Andersson,S,Östergötlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Chris Dahlqvist,SD,Östergötlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Staffan Eklöf,SD,Jönköpings län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Eric Westroth,SD,Jönköpings län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Louise Eklund,L,Malmö kommun,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Nima Gholam Ali Pour,SD,Malmö kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Morgan Johansson,S,Skåne läns södra,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Boriana Åberg,M,Skåne läns södra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Larry Söder,KD,Hallands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lars Püss,M,Hallands län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,David Josefsson,M,Göteborgs kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Leila Ali Elmi,MP,Göteborgs kommun,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Matheus Enholm,SD,Västra Götalands läns norra,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Louise Thunström,S,Västra Götalands läns norra,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Charlotte Nordström,M,Västra Götalands läns östra,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lars Mejern Larsson,S,Värmlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ulrika Liljeberg,C,Dalarnas län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lars Isacsson,S,Dalarnas län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Daniel Persson,SD,Gävleborgs län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Samuel Gonzalez Westling,V,Gävleborgs län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Eric Palmqvist,SD,Norrbottens län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mattias Karlsson,M,Norrbottens län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Martin Ådahl,C,Stockholms kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Lorena Delgado Varas,-,Stockholms kommun,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Annika Strandhäll,S,Stockholms kommun,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Serkan Köse,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mathias Tegnér,S,Stockholms län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Annika Hirvonen,MP,Stockholms län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Fredrik Ahlstedt,M,Uppsala län,Frånvarande,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ardalan Shekarabi,S,Uppsala län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Magnus Oscarsson,KD,Östergötlands län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Mattias Ottosson,S,Östergötlands län,Nej,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Ciczie Weidby,V,Jönköpings län,Avstår,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
2025/26,AU10,9,Jakob Olofsgård,L,Jönköpings län,Ja,sakfrågan,huvud,2026-03-04 16:36:21,HD01AU10
